Numer X Y H 
@4234 5593352.369 6576073.489 0.010 
@4235 5593352.369 6576073.539 0.010 
@4236 5593352.369 6576073.589 0.010 
@4237 5593352.369 6576073.639 0.010 
@4238 5593352.469 6576070.639 0.002 
@4239 5593352.469 6576070.689 0.002 
@424 5593347.769 6576070.739 -0.004 
@4240 5593352.469 6576070.739 0.001 
@4241 5593352.469 6576070.789 0.002 
@4242 5593352.469 6576070.839 0.003 
@4243 5593352.469 6576070.889 0.003 
@4244 5593352.469 6576070.939 0.004 
@4245 5593352.469 6576070.989 0.003 
@4246 5593352.469 6576071.039 0.002 
@4247 5593352.469 6576071.089 0.003 
@4248 5593352.469 6576071.139 0.004 
@4249 5593352.469 6576071.189 0.004 
@425 5593347.819 6576070.739 -0.004 
@4250 5593352.469 6576071.239 0.004 
@4251 5593352.469 6576071.289 0.004 
@4252 5593352.469 6576071.339 0.003 
@4253 5593352.469 6576071.389 0.003 
@4254 5593352.469 6576071.439 0.003 
@4255 5593352.469 6576071.489 0.003 
@4256 5593352.469 6576071.539 0.002 
@4257 5593352.469 6576071.589 0.003 
@4258 5593352.469 6576071.639 0.004 
@4259 5593352.469 6576071.689 0.004 
@426 5593347.869 6576070.739 -0.004 
@4260 5593352.469 6576071.739 0.004 
@4261 5593352.469 6576071.789 0.004 
@4262 5593352.469 6576071.839 0.004 
@4263 5593352.469 6576071.889 0.003 
@4264 5593352.469 6576071.939 0.003 
@4265 5593352.469 6576071.989 0.004 
@4266 5593352.469 6576072.039 0.005 
@4267 5593352.469 6576072.089 0.005 
@4268 5593352.469 6576072.139 0.005 
@4269 5593352.469 6576072.189 0.004 
@427 5593347.919 6576070.739 -0.004 
@4270 5593352.469 6576072.239 0.004 
@4271 5593352.469 6576072.289 0.005 
@4272 5593352.469 6576072.339 0.006 
@4273 5593352.469 6576072.389 0.006 
@4274 5593352.469 6576072.439 0.005 
@4275 5593352.469 6576072.489 0.006 
@4276 5593352.469 6576072.539 0.007 
@4277 5593352.469 6576072.589 0.007 
@4278 5593352.469 6576072.639 0.006 
@4279 5593352.469 6576072.689 0.007 
@428 5593347.969 6576070.739 -0.004 
@4280 5593352.469 6576072.739 0.008 
@4281 5593352.469 6576072.789 0.008 
@4282 5593352.469 6576072.839 0.009 
@4283 5593352.469 6576072.889 0.008 
@4284 5593352.469 6576072.939 0.008 
@4285 5593352.469 6576072.989 0.008 
@4286 5593352.469 6576073.039 0.009 
@4287 5593352.469 6576073.089 0.009 
@4288 5593352.469 6576073.139 0.010 
@4289 5593352.469 6576073.189 0.009 
@429 5593348.019 6576070.739 -0.005 
@4290 5593352.469 6576073.239 0.009 
@4291 5593352.469 6576073.289 0.009 
@4292 5593352.469 6576073.339 0.010 
@4293 5593352.469 6576073.389 0.010 
@4294 5593352.469 6576073.439 0.010 
@4295 5593352.469 6576073.489 0.010 
@4296 5593352.469 6576073.539 0.011 
@4297 5593352.469 6576073.589 0.011 
@4298 5593352.469 6576073.639 0.011 
@4299 5593352.569 6576070.539 0.002 
@430 5593348.069 6576070.739 -0.005 
@4300 5593352.569 6576070.589 0.002 
@4301 5593352.569 6576070.639 0.003 
@4302 5593352.569 6576070.689 0.002 
@4303 5593352.569 6576070.739 0.002 
@4304 5593352.569 6576070.789 0.003 
@4305 5593352.569 6576070.839 0.003 
@4306 5593352.569 6576070.889 0.003 
@4307 5593352.569 6576070.939 0.003 
@4308 5593352.569 6576070.989 0.003 
@4309 5593352.569 6576071.039 0.003 
@431 5593348.119 6576070.739 -0.005 
@4310 5593352.569 6576071.089 0.003 
@4311 5593352.569 6576071.139 0.004 
@4312 5593352.569 6576071.189 0.003 
@4313 5593352.569 6576071.239 0.003 
@4314 5593352.569 6576071.289 0.003 
@4315 5593352.569 6576071.339 0.004 
@4316 5593352.569 6576071.389 0.004 
@4317 5593352.569 6576071.439 0.004 
@4318 5593352.569 6576071.489 0.004 
@4319 5593352.569 6576071.539 0.003 
@432 5593348.169 6576070.739 -0.004 
@4320 5593352.569 6576071.589 0.003 
@4321 5593352.569 6576071.639 0.004 
@4322 5593352.569 6576071.689 0.003 
@4323 5593352.569 6576071.739 0.003 
@4324 5593352.569 6576071.789 0.003 
@4325 5593352.569 6576071.839 0.003 
@4326 5593352.569 6576071.889 0.004 
@4327 5593352.569 6576071.939 0.005 
@4328 5593352.569 6576071.989 0.004 
@4329 5593352.569 6576072.039 0.003 
@433 5593348.219 6576070.739 -0.004 
@4330 5593352.569 6576072.089 0.002 
@4331 5593352.569 6576072.139 0.002 
@4332 5593352.569 6576072.189 0.003 
@4333 5593352.569 6576072.239 0.004 
@4334 5593352.569 6576072.289 0.005 
@4335 5593352.569 6576072.339 0.005 
@4336 5593352.569 6576072.389 0.005 
@4337 5593352.569 6576072.439 0.006 
@4338 5593352.569 6576072.489 0.006 
@4339 5593352.569 6576072.539 0.006 
@434 5593348.269 6576070.739 -0.005 
@4340 5593352.569 6576072.589 0.006 
@4341 5593352.569 6576072.639 0.006 
@4342 5593352.569 6576072.689 0.006 
@4343 5593352.569 6576072.739 0.005 
@4344 5593352.569 6576072.789 0.007 
@4345 5593352.569 6576072.839 0.008 
@4346 5593352.569 6576072.889 0.008 
@4347 5593352.569 6576072.939 0.008 
@4348 5593352.569 6576072.989 0.008 
@4349 5593352.569 6576073.039 0.009 
@435 5593348.319 6576070.739 -0.005 
@4350 5593352.569 6576073.089 0.009 
@4351 5593352.569 6576073.139 0.010 
@4352 5593352.569 6576073.189 0.009 
@4353 5593352.569 6576073.239 0.009 
@4354 5593352.569 6576073.289 0.009 
@4355 5593352.569 6576073.339 0.010 
@4356 5593352.569 6576073.389 0.009 
@4357 5593352.569 6576073.439 0.009 
@4358 5593352.569 6576073.489 0.010 
@4359 5593352.569 6576073.539 0.010 
@436 5593348.369 6576070.739 -0.005 
@4360 5593352.569 6576073.589 0.010 
@4361 5593352.569 6576073.639 0.011 
@4362 5593352.669 6576070.639 0.001 
@4363 5593352.669 6576070.689 0.002 
@4364 5593352.669 6576070.739 0.002 
@4365 5593352.669 6576070.789 0.002 
@4366 5593352.669 6576070.839 0.002 
@4367 5593352.669 6576070.889 0.002 
@4368 5593352.669 6576070.939 0.002 
@4369 5593352.669 6576070.989 0.002 
@437 5593348.419 6576070.739 -0.006 
@4370 5593352.669 6576071.039 0.002 
@4371 5593352.669 6576071.089 0.002 
@4372 5593352.669 6576071.139 0.002 
@4373 5593352.669 6576071.189 0.003 
@4374 5593352.669 6576071.239 0.003 
@4375 5593352.669 6576071.289 0.003 
@4376 5593352.669 6576071.339 0.003 
@4377 5593352.669 6576071.389 0.003 
@4378 5593352.669 6576071.439 0.003 
@4379 5593352.669 6576071.489 0.003 
@438 5593348.469 6576070.739 -0.006 
@4380 5593352.669 6576071.539 0.004 
@4381 5593352.669 6576071.589 0.003 
@4382 5593352.669 6576071.639 0.003 
@4383 5593352.669 6576071.689 0.003 
@4384 5593352.669 6576071.739 0.003 
@4385 5593352.669 6576071.789 0.003 
@4386 5593352.669 6576071.839 0.004 
@4387 5593352.669 6576071.889 0.004 
@4388 5593352.669 6576071.939 0.004 
@4389 5593352.669 6576071.989 0.004 
@439 5593348.519 6576070.739 -0.005 
@4390 5593352.669 6576072.039 0.004 
@4391 5593352.669 6576072.089 0.004 
@4392 5593352.669 6576072.139 0.004 
@4393 5593352.669 6576072.189 0.004 
@4394 5593352.669 6576072.239 0.004 
@4395 5593352.669 6576072.289 0.005 
@4396 5593352.669 6576072.339 0.005 
@4397 5593352.669 6576072.389 0.005 
@4398 5593352.669 6576072.439 0.005 
@4399 5593352.669 6576072.489 0.005 
@440 5593348.569 6576070.739 -0.005 
@4400 5593352.669 6576072.539 0.006 
@4401 5593352.669 6576072.589 0.006 
@4402 5593352.669 6576072.639 0.007 
@4403 5593352.669 6576072.689 0.006 
@4404 5593352.669 6576072.739 0.006 
@4405 5593352.669 6576072.789 0.006 
@4406 5593352.669 6576072.839 0.007 
@4407 5593352.669 6576072.889 0.008 
@4408 5593352.669 6576072.939 0.008 
@4409 5593352.669 6576072.989 0.008 
@441 5593348.619 6576070.739 -0.005 
@4410 5593352.669 6576073.039 0.008 
@4411 5593352.669 6576073.089 0.008 
@4412 5593352.669 6576073.139 0.008 
@4413 5593352.669 6576073.189 0.009 
@4414 5593352.669 6576073.239 0.009 
@4415 5593352.669 6576073.289 0.010 
@4416 5593352.669 6576073.339 0.010 
@4417 5593352.669 6576073.389 0.010 
@4418 5593352.669 6576073.439 0.009 
@4419 5593352.669 6576073.489 0.009 
@442 5593348.669 6576070.739 -0.006 
@4420 5593352.669 6576073.539 0.009 
@4421 5593352.669 6576073.589 0.009 
@4422 5593352.669 6576073.639 0.010 
@4423 5593352.769 6576070.639 0.002 
@4424 5593352.769 6576070.689 0.002 
@4425 5593352.769 6576070.739 0.002 
@4426 5593352.769 6576070.789 0.001 
@4427 5593352.769 6576070.839 0.001 
@4428 5593352.769 6576070.889 0.001 
@4429 5593352.769 6576070.939 0.001 
@443 5593348.719 6576070.739 -0.006 
@4430 5593352.769 6576070.989 0.002 
@4431 5593352.769 6576071.039 0.002 
@4432 5593352.769 6576071.089 0.002 
@4433 5593352.769 6576071.139 0.002 
@4434 5593352.769 6576071.189 0.001 
@4435 5593352.769 6576071.239 0.001 
@4436 5593352.769 6576071.289 0.001 
@4437 5593352.769 6576071.339 0.001 
@4438 5593352.769 6576071.389 0.002 
@4439 5593352.769 6576071.439 0.003 
@444 5593348.769 6576070.739 -0.006 
@4440 5593352.769 6576071.489 0.002 
@4441 5593352.769 6576071.539 0.002 
@4442 5593352.769 6576071.589 0.002 
@4443 5593352.769 6576071.639 0.003 
@4444 5593352.769 6576071.689 0.002 
@4445 5593352.769 6576071.739 0.001 
@4446 5593352.769 6576071.789 0.002 
@4447 5593352.769 6576071.839 0.002 
@4448 5593352.769 6576071.889 0.003 
@4449 5593352.769 6576071.939 0.003 
@445 5593348.819 6576070.739 -0.006 
@4450 5593352.769 6576071.989 0.003 
@4451 5593352.769 6576072.039 0.002 
@4452 5593352.769 6576072.089 0.002 
@4453 5593352.769 6576072.139 0.003 
@4454 5593352.769 6576072.189 0.002 
@4455 5593352.769 6576072.239 0.002 
@4456 5593352.769 6576072.289 0.003 
@4457 5593352.769 6576072.339 0.004 
@4458 5593352.769 6576072.389 0.004 
@4459 5593352.769 6576072.439 0.003 
@446 5593348.869 6576070.739 -0.005 
@4460 5593352.769 6576072.489 0.004 
@4461 5593352.769 6576072.539 0.004 
@4462 5593352.769 6576072.589 0.005 
@4463 5593352.769 6576072.639 0.005 
@4464 5593352.769 6576072.689 0.005 
@4465 5593352.769 6576072.739 0.005 
@4466 5593352.769 6576072.789 0.005 
@4467 5593352.769 6576072.839 0.006 
@4468 5593352.769 6576072.889 0.006 
@4469 5593352.769 6576072.939 0.007 
@447 5593348.919 6576070.739 -0.005 
@4470 5593352.769 6576072.989 0.007 
@4471 5593352.769 6576073.039 0.008 
@4472 5593352.769 6576073.089 0.007 
@4473 5593352.769 6576073.139 0.007 
@4474 5593352.769 6576073.189 0.007 
@4475 5593352.769 6576073.239 0.008 
@4476 5593352.769 6576073.289 0.008 
@4477 5593352.769 6576073.339 0.008 
@4478 5593352.769 6576073.389 0.008 
@4479 5593352.769 6576073.439 0.008 
@448 5593348.969 6576070.739 -0.004 
@4480 5593352.769 6576073.489 0.008 
@4481 5593352.769 6576073.539 0.008 
@4482 5593352.769 6576073.589 0.008 
@4483 5593352.769 6576073.639 0.009 
@4484 5593352.869 6576070.639 0.001 
@4485 5593352.869 6576070.689 0.001 
@4486 5593352.869 6576070.739 0.000 
@4487 5593352.869 6576070.789 0.001 
@4488 5593352.869 6576070.839 0.001 
@4489 5593352.869 6576070.889 0.001 
@449 5593349.019 6576070.739 -0.004 
@4490 5593352.869 6576070.939 0.000 
@4491 5593352.869 6576070.989 0.001 
@4492 5593352.869 6576071.039 0.001 
@4493 5593352.869 6576071.089 0.001 
@4494 5593352.869 6576071.139 0.001 
@4495 5593352.869 6576071.189 0.001 
@4496 5593352.869 6576071.239 0.001 
@4497 5593352.869 6576071.289 0.001 
@4498 5593352.869 6576071.339 0.002 
@4499 5593352.869 6576071.389 0.002 
@450 5593349.069 6576070.739 -0.004 
@4500 5593352.869 6576071.439 0.002 
@4501 5593352.869 6576071.489 0.003 
@4502 5593352.869 6576071.539 0.003 
@4503 5593352.869 6576071.589 0.002 
@4504 5593352.869 6576071.639 0.002 
@4505 5593352.869 6576071.689 0.002 
@4506 5593352.869 6576071.739 0.001 
@4507 5593352.869 6576071.789 0.002 
@4508 5593352.869 6576071.839 0.002 
@4509 5593352.869 6576071.889 0.002 
@451 5593349.119 6576070.739 -0.004 
@4510 5593352.869 6576071.939 0.002 
@4511 5593352.869 6576071.989 0.002 
@4512 5593352.869 6576072.039 0.002 
@4513 5593352.869 6576072.089 0.002 
@4514 5593352.869 6576072.139 0.002 
@4515 5593352.869 6576072.189 0.003 
@4516 5593352.869 6576072.239 0.003 
@4517 5593352.869 6576072.289 0.003 
@4518 5593352.869 6576072.339 0.004 
@4519 5593352.869 6576072.389 0.003 
@452 5593349.169 6576070.739 -0.005 
@4520 5593352.869 6576072.439 0.002 
@4521 5593352.869 6576072.489 0.004 
@4522 5593352.869 6576072.539 0.005 
@4523 5593352.869 6576072.589 0.005 
@4524 5593352.869 6576072.639 0.005 
@4525 5593352.869 6576072.689 0.006 
@4526 5593352.869 6576072.739 0.006 
@4527 5593352.869 6576072.789 0.006 
@4528 5593352.869 6576072.839 0.006 
@4529 5593352.869 6576072.889 0.005 
@453 5593349.219 6576070.739 -0.005 
@4530 5593352.869 6576072.939 0.005 
@4531 5593352.869 6576072.989 0.006 
@4532 5593352.869 6576073.039 0.007 
@4533 5593352.869 6576073.089 0.007 
@4534 5593352.869 6576073.139 0.007 
@4535 5593352.869 6576073.189 0.007 
@4536 5593352.869 6576073.239 0.007 
@4537 5593352.869 6576073.289 0.006 
@4538 5593352.869 6576073.339 0.006 
@4539 5593352.869 6576073.389 0.006 
@454 5593349.269 6576070.739 -0.005 
@4540 5593352.869 6576073.439 0.006 
@4541 5593352.869 6576073.489 0.008 
@4542 5593352.869 6576073.539 0.009 
@4543 5593352.869 6576073.589 0.009 
@4544 5593352.869 6576073.639 0.008 
@4545 5593352.969 6576070.639 0.001 
@4546 5593352.969 6576070.689 0.000 
@4547 5593352.969 6576070.739 0.000 
@4548 5593352.969 6576070.789 0.000 
@4549 5593352.969 6576070.839 0.000 
@455 5593349.319 6576070.739 -0.005 
@4550 5593352.969 6576070.889 0.000 
@4551 5593352.969 6576070.939 0.000 
@4552 5593352.969 6576070.989 0.000 
@4553 5593352.969 6576071.039 0.001 
@4554 5593352.969 6576071.089 0.001 
@4555 5593352.969 6576071.139 0.001 
@4556 5593352.969 6576071.189 0.001 
@4557 5593352.969 6576071.239 0.001 
@4558 5593352.969 6576071.289 0.001 
@4559 5593352.969 6576071.339 0.002 
@456 5593349.369 6576070.739 -0.005 
@4560 5593352.969 6576071.389 0.001 
@4561 5593352.969 6576071.439 0.001 
@4562 5593352.969 6576071.489 0.001 
@4563 5593352.969 6576071.539 0.000 
@4564 5593352.969 6576071.589 0.001 
@4565 5593352.969 6576071.639 0.001 
@4566 5593352.969 6576071.689 0.001 
@4567 5593352.969 6576071.739 0.001 
@4568 5593352.969 6576071.789 0.001 
@4569 5593352.969 6576071.839 0.001 
@457 5593349.419 6576070.739 -0.005 
@4570 5593352.969 6576071.889 0.002 
@4571 5593352.969 6576071.939 0.002 
@4572 5593352.969 6576071.989 0.002 
@4573 5593352.969 6576072.039 0.001 
@4574 5593352.969 6576072.089 0.002 
@4575 5593352.969 6576072.139 0.002 
@4576 5593352.969 6576072.189 0.002 
@4577 5593352.969 6576072.239 0.002 
@4578 5593352.969 6576072.289 0.002 
@4579 5593352.969 6576072.339 0.002 
@458 5593349.469 6576070.739 -0.006 
@4580 5593352.969 6576072.389 0.002 
@4581 5593352.969 6576072.439 0.002 
@4582 5593352.969 6576072.489 0.003 
@4583 5593352.969 6576072.539 0.003 
@4584 5593352.969 6576072.589 0.004 
@4585 5593352.969 6576072.639 0.004 
@4586 5593352.969 6576072.689 0.004 
@4587 5593352.969 6576072.739 0.004 
@4588 5593352.969 6576072.789 0.004 
@4589 5593352.969 6576072.839 0.004 
@459 5593349.519 6576070.739 -0.005 
@4590 5593352.969 6576072.889 0.004 
@4591 5593352.969 6576072.939 0.004 
@4592 5593352.969 6576072.989 0.004 
@4593 5593352.969 6576073.039 0.005 
@4594 5593352.969 6576073.089 0.005 
@4595 5593352.969 6576073.139 0.004 
@4596 5593352.969 6576073.189 0.005 
@4597 5593352.969 6576073.239 0.006 
@4598 5593352.969 6576073.289 0.006 
@4599 5593352.969 6576073.339 0.006 
@460 5593349.569 6576070.739 -0.005 
@4600 5593352.969 6576073.389 0.006 
@4601 5593352.969 6576073.439 0.007 
@4602 5593352.969 6576073.489 0.007 
@4603 5593352.969 6576073.539 0.007 
@4604 5593352.969 6576073.589 0.007 
@4605 5593352.969 6576073.639 0.007 
@4606 5593353.069 6576070.639 0.000 
@4607 5593353.069 6576070.689 -0.001 
@4608 5593353.069 6576070.739 -0.002 
@4609 5593353.069 6576070.789 -0.001 
@461 5593349.619 6576070.739 -0.005 
@4610 5593353.069 6576070.839 -0.001 
@4611 5593353.069 6576070.889 -0.001 
@4612 5593353.069 6576070.939 0.000 
@4613 5593353.069 6576070.989 -0.001 
@4614 5593353.069 6576071.039 -0.001 
@4615 5593353.069 6576071.089 -0.001 
@4616 5593353.069 6576071.139 0.000 
@4617 5593353.069 6576071.189 0.000 
@4618 5593353.069 6576071.239 0.000 
@4619 5593353.069 6576071.289 0.000 
@462 5593349.669 6576070.739 -0.006 
@4620 5593353.069 6576071.339 0.000 
@4621 5593353.069 6576071.389 0.000 
@4622 5593353.069 6576071.439 0.000 
@4623 5593353.069 6576071.489 0.001 
@4624 5593353.069 6576071.539 0.001 
@4625 5593353.069 6576071.589 0.000 
@4626 5593353.069 6576071.639 0.000 
@4627 5593353.069 6576071.689 0.000 
@4628 5593353.069 6576071.739 -0.001 
@4629 5593353.069 6576071.789 0.000 
@463 5593349.719 6576070.739 -0.006 
@4630 5593353.069 6576071.839 0.000 
@4631 5593353.069 6576071.889 0.000 
@4632 5593353.069 6576071.939 0.000 
@4633 5593353.069 6576071.989 0.000 
@4634 5593353.069 6576072.039 -0.001 
@4635 5593353.069 6576072.089 0.000 
@4636 5593353.069 6576072.139 0.001 
@4637 5593353.069 6576072.189 0.001 
@4638 5593353.069 6576072.239 0.001 
@4639 5593353.069 6576072.289 0.001 
@464 5593349.769 6576070.739 -0.006 
@4640 5593353.069 6576072.339 0.002 
@4641 5593353.069 6576072.389 0.002 
@4642 5593353.069 6576072.439 0.002 
@4643 5593353.069 6576072.489 0.002 
@4644 5593353.069 6576072.539 0.002 
@4645 5593353.069 6576072.589 0.003 
@4646 5593353.069 6576072.639 0.003 
@4647 5593353.069 6576072.689 0.003 
@4648 5593353.069 6576072.739 0.003 
@4649 5593353.069 6576072.789 0.004 
@465 5593349.819 6576070.739 -0.006 
@4650 5593353.069 6576072.839 0.005 
@4651 5593353.069 6576072.889 0.005 
@4652 5593353.069 6576072.939 0.005 
@4653 5593353.069 6576072.989 0.005 
@4654 5593353.069 6576073.039 0.006 
@4655 5593353.069 6576073.089 0.006 
@4656 5593353.069 6576073.139 0.005 
@4657 5593353.069 6576073.189 0.005 
@4658 5593353.069 6576073.239 0.006 
@4659 5593353.069 6576073.289 0.005 
@466 5593349.869 6576070.739 -0.006 
@4660 5593353.069 6576073.339 0.005 
@4661 5593353.069 6576073.389 0.005 
@4662 5593353.069 6576073.439 0.006 
@4663 5593353.069 6576073.489 0.006 
@4664 5593353.069 6576073.539 0.006 
@4665 5593353.069 6576073.589 0.006 
@4666 5593353.069 6576073.639 0.007 
@4667 5593353.169 6576070.639 -0.001 
@4668 5593353.169 6576070.689 -0.002 
@4669 5593353.169 6576070.739 -0.002 
@467 5593349.919 6576070.739 -0.005 
@4670 5593353.169 6576070.789 -0.002 
@4671 5593353.169 6576070.839 -0.002 
@4672 5593353.169 6576070.889 -0.002 
@4673 5593353.169 6576070.939 -0.002 
@4674 5593353.169 6576070.989 -0.001 
@4675 5593353.169 6576071.039 -0.001 
@4676 5593353.169 6576071.089 -0.002 
@4677 5593353.169 6576071.139 -0.002 
@4678 5593353.169 6576071.189 -0.002 
@4679 5593353.169 6576071.239 -0.001 
@468 5593349.969 6576070.739 -0.005 
@4680 5593353.169 6576071.289 0.000 
@4681 5593353.169 6576071.339 0.001 
@4682 5593353.169 6576071.389 0.000 
@4683 5593353.169 6576071.439 -0.001 
@4684 5593353.169 6576071.489 -0.001 
@4685 5593353.169 6576071.539 0.000 
@4686 5593353.169 6576071.589 -0.001 
@4687 5593353.169 6576071.639 -0.001 
@4688 5593353.169 6576071.689 -0.001 
@4689 5593353.169 6576071.739 0.000 
@469 5593350.019 6576070.739 -0.005 
@4690 5593353.169 6576071.789 -0.001 
@4691 5593353.169 6576071.839 -0.001 
@4692 5593353.169 6576071.889 0.000 
@4693 5593353.169 6576071.939 0.000 
@4694 5593353.169 6576071.989 0.000 
@4695 5593353.169 6576072.039 0.000 
@4696 5593353.169 6576072.089 0.000 
@4697 5593353.169 6576072.139 0.000 
@4698 5593353.169 6576072.189 0.001 
@4699 5593353.169 6576072.239 0.001 
@470 5593350.069 6576070.739 -0.005 
@4700 5593353.169 6576072.289 0.001 
@4701 5593353.169 6576072.339 0.000 
@4702 5593353.169 6576072.389 0.001 
@4703 5593353.169 6576072.439 0.002 
@4704 5593353.169 6576072.489 0.003 
@4705 5593353.169 6576072.539 0.004 
@4706 5593353.169 6576072.589 0.003 
@4707 5593353.169 6576072.639 0.003 
@4708 5593353.169 6576072.689 0.003 
@4709 5593353.169 6576072.739 0.004 
@471 5593350.119 6576070.739 -0.005 
@4710 5593353.169 6576072.789 0.003 
@4711 5593353.169 6576072.839 0.003 
@4712 5593353.169 6576072.889 0.003 
@4713 5593353.169 6576072.939 0.003 
@4714 5593353.169 6576072.989 0.004 
@4715 5593353.169 6576073.039 0.004 
@4716 5593353.169 6576073.089 0.005 
@4717 5593353.169 6576073.139 0.005 
@4718 5593353.169 6576073.189 0.005 
@4719 5593353.169 6576073.239 0.004 
@472 5593350.169 6576070.739 -0.006 
@4720 5593353.169 6576073.289 0.005 
@4721 5593353.169 6576073.339 0.005 
@4722 5593353.169 6576073.389 0.005 
@4723 5593353.169 6576073.439 0.005 
@4724 5593353.169 6576073.489 0.005 
@4725 5593353.169 6576073.539 0.005 
@4726 5593353.169 6576073.589 0.006 
@4727 5593353.169 6576073.639 0.006 
@4728 5593353.269 6576070.539 -0.001 
@4729 5593353.269 6576070.589 -0.001 
@473 5593350.219 6576070.739 -0.005 
@4730 5593353.269 6576070.639 0.000 
@4731 5593353.269 6576070.689 -0.001 
@4732 5593353.269 6576070.739 -0.002 
@4733 5593353.269 6576070.789 -0.001 
@4734 5593353.269 6576070.839 -0.001 
@4735 5593353.269 6576070.889 -0.002 
@4736 5593353.269 6576070.939 -0.003 
@4737 5593353.269 6576070.989 -0.002 
@4738 5593353.269 6576071.039 -0.001 
@4739 5593353.269 6576071.089 -0.001 
@474 5593350.269 6576070.739 -0.005 
@4740 5593353.269 6576071.139 -0.002 
@4741 5593353.269 6576071.189 -0.001 
@4742 5593353.269 6576071.239 -0.001 
@4743 5593353.269 6576071.289 -0.001 
@4744 5593353.269 6576071.339 -0.001 
@4745 5593353.269 6576071.389 -0.002 
@4746 5593353.269 6576071.439 -0.003 
@4747 5593353.269 6576071.489 -0.002 
@4748 5593353.269 6576071.539 -0.001 
@4749 5593353.269 6576071.589 -0.001 
@475 5593350.319 6576070.739 -0.005 
@4750 5593353.269 6576071.639 -0.001 
@4751 5593353.269 6576071.689 -0.001 
@4752 5593353.269 6576071.739 -0.001 
@4753 5593353.269 6576071.789 -0.001 
@4754 5593353.269 6576071.839 0.000 
@4755 5593353.269 6576071.889 0.000 
@4756 5593353.269 6576071.939 0.000 
@4757 5593353.269 6576071.989 0.001 
@4758 5593353.269 6576072.039 0.002 
@4759 5593353.269 6576072.089 0.002 
@476 5593350.369 6576070.739 -0.005 
@4760 5593353.269 6576072.139 0.001 
@4761 5593353.269 6576072.189 0.001 
@4762 5593353.269 6576072.239 0.001 
@4763 5593353.269 6576072.289 0.001 
@4764 5593353.269 6576072.339 0.001 
@4765 5593353.269 6576072.389 0.002 
@4766 5593353.269 6576072.439 0.002 
@4767 5593353.269 6576072.489 0.002 
@4768 5593353.269 6576072.539 0.002 
@4769 5593353.269 6576072.589 0.002 
@477 5593350.419 6576070.739 -0.005 
@4770 5593353.269 6576072.639 0.003 
@4771 5593353.269 6576072.689 0.003 
@4772 5593353.269 6576072.739 0.003 
@4773 5593353.269 6576072.789 0.003 
@4774 5593353.269 6576072.839 0.004 
@4775 5593353.269 6576072.889 0.003 
@4776 5593353.269 6576072.939 0.003 
@4777 5593353.269 6576072.989 0.004 
@4778 5593353.269 6576073.039 0.004 
@4779 5593353.269 6576073.089 0.004 
@478 5593350.469 6576070.739 -0.004 
@4780 5593353.269 6576073.139 0.004 
@4781 5593353.269 6576073.189 0.005 
@4782 5593353.269 6576073.239 0.005 
@4783 5593353.269 6576073.289 0.005 
@4784 5593353.269 6576073.339 0.005 
@4785 5593353.269 6576073.389 0.005 
@4786 5593353.269 6576073.439 0.005 
@4787 5593353.269 6576073.489 0.005 
@4788 5593353.269 6576073.539 0.005 
@4789 5593353.269 6576073.589 0.005 
@479 5593350.519 6576070.739 -0.004 
@4790 5593353.269 6576073.639 0.004 
@4791 5593353.369 6576070.639 -0.002 
@4792 5593353.369 6576070.689 -0.002 
@4793 5593353.369 6576070.739 -0.001 
@4794 5593353.369 6576070.789 -0.001 
@4795 5593353.369 6576070.839 -0.001 
@4796 5593353.369 6576070.889 -0.001 
@4797 5593353.369 6576070.939 -0.002 
@4798 5593353.369 6576070.989 -0.001 
@4799 5593353.369 6576071.039 -0.001 
@480 5593350.569 6576070.739 -0.004 
@4800 5593353.369 6576071.089 -0.001 
@4801 5593353.369 6576071.139 -0.001 
@4802 5593353.369 6576071.189 -0.001 
@4803 5593353.369 6576071.239 -0.001 
@4804 5593353.369 6576071.289 -0.001 
@4805 5593353.369 6576071.339 -0.001 
@4806 5593353.369 6576071.389 -0.001 
@4807 5593353.369 6576071.439 0.000 
@4808 5593353.369 6576071.489 -0.001 
@4809 5593353.369 6576071.539 -0.001 
@481 5593350.619 6576070.739 -0.004 
@4810 5593353.369 6576071.589 -0.001 
@4811 5593353.369 6576071.639 -0.001 
@4812 5593353.369 6576071.689 0.000 
@4813 5593353.369 6576071.739 0.000 
@4814 5593353.369 6576071.789 0.000 
@4815 5593353.369 6576071.839 -0.001 
@4816 5593353.369 6576071.889 0.000 
@4817 5593353.369 6576071.939 0.000 
@4818 5593353.369 6576071.989 0.000 
@4819 5593353.369 6576072.039 0.000 
@482 5593350.669 6576070.739 -0.004 
@4820 5593353.369 6576072.089 0.000 
@4821 5593353.369 6576072.139 0.000 
@4822 5593353.369 6576072.189 0.001 
@4823 5593353.369 6576072.239 0.001 
@4824 5593353.369 6576072.289 0.001 
@4825 5593353.369 6576072.339 0.001 
@4826 5593353.369 6576072.389 0.001 
@4827 5593353.369 6576072.439 0.002 
@4828 5593353.369 6576072.489 0.002 
@4829 5593353.369 6576072.539 0.002 
@483 5593350.719 6576070.739 -0.003 
@4830 5593353.369 6576072.589 0.002 
@4831 5593353.369 6576072.639 0.002 
@4832 5593353.369 6576072.689 0.002 
@4833 5593353.369 6576072.739 0.002 
@4834 5593353.369 6576072.789 0.003 
@4835 5593353.369 6576072.839 0.004 
