Numer X Y H 
@10590 5593352.019 6576072.439 0.005 
@10591 5593352.069 6576072.439 0.005 
@10592 5593352.119 6576072.439 0.005 
@10593 5593352.169 6576072.439 0.004 
@10594 5593352.219 6576072.439 0.005 
@10595 5593352.269 6576072.439 0.005 
@10596 5593352.319 6576072.439 0.005 
@10597 5593352.369 6576072.439 0.005 
@10598 5593352.419 6576072.439 0.005 
@10599 5593352.469 6576072.439 0.005 
@1060 5593347.369 6576072.039 -0.001 
@10600 5593352.519 6576072.439 0.005 
@10601 5593352.569 6576072.439 0.006 
@10602 5593352.619 6576072.439 0.005 
@10603 5593352.669 6576072.439 0.005 
@10604 5593352.719 6576072.439 0.004 
@10605 5593352.769 6576072.439 0.003 
@10606 5593352.819 6576072.439 0.003 
@10607 5593352.869 6576072.439 0.002 
@10608 5593352.919 6576072.439 0.002 
@10609 5593352.969 6576072.439 0.002 
@1061 5593347.369 6576072.089 -0.002 
@10610 5593353.019 6576072.439 0.002 
@10611 5593353.069 6576072.439 0.002 
@10612 5593353.119 6576072.439 0.002 
@10613 5593353.169 6576072.439 0.002 
@10614 5593353.219 6576072.439 0.002 
@10615 5593353.269 6576072.439 0.002 
@10616 5593353.319 6576072.439 0.002 
@10617 5593353.369 6576072.439 0.002 
@10618 5593353.419 6576072.439 0.001 
@10619 5593353.469 6576072.439 0.000 
@1062 5593347.369 6576072.139 -0.004 
@10620 5593353.519 6576072.439 0.000 
@10621 5593353.569 6576072.439 0.001 
@10622 5593353.619 6576072.439 0.001 
@10623 5593353.669 6576072.439 0.001 
@10624 5593353.719 6576072.439 0.001 
@10625 5593353.769 6576072.439 0.002 
@10626 5593353.819 6576072.439 0.002 
@10627 5593353.869 6576072.439 0.002 
@10628 5593353.919 6576072.439 0.002 
@10629 5593353.969 6576072.439 0.002 
@1063 5593347.369 6576072.189 -0.003 
@10630 5593354.019 6576072.439 0.003 
@10631 5593354.069 6576072.439 0.003 
@10632 5593354.119 6576072.439 0.003 
@10633 5593354.169 6576072.439 0.002 
@10634 5593354.219 6576072.439 0.003 
@10635 5593354.269 6576072.439 0.005 
@10636 5593354.319 6576072.439 0.004 
@10637 5593354.369 6576072.439 0.004 
@10638 5593354.419 6576072.439 0.005 
@10639 5593354.469 6576072.439 0.006 
@1064 5593347.369 6576072.239 -0.003 
@10640 5593354.519 6576072.439 0.006 
@10641 5593354.569 6576072.439 0.007 
@10642 5593354.619 6576072.439 0.007 
@10643 5593354.669 6576072.439 0.007 
@10644 5593354.719 6576072.439 0.007 
@10645 5593354.769 6576072.439 0.007 
@10646 5593354.819 6576072.439 0.007 
@10647 5593354.869 6576072.439 0.007 
@10648 5593354.919 6576072.439 0.008 
@10649 5593354.969 6576072.439 0.008 
@1065 5593347.369 6576072.289 -0.004 
@10650 5593355.019 6576072.439 0.008 
@10651 5593355.069 6576072.439 0.009 
@10652 5593355.119 6576072.439 0.008 
@10653 5593355.169 6576072.439 0.008 
@10654 5593355.219 6576072.439 0.008 
@10655 5593355.269 6576072.439 0.008 
@10656 5593355.319 6576072.439 0.009 
@10657 5593355.369 6576072.439 0.010 
@10658 5593355.419 6576072.439 0.010 
@10659 5593355.469 6576072.439 0.009 
@1066 5593347.369 6576072.339 -0.005 
@10660 5593355.519 6576072.439 0.009 
@10661 5593355.569 6576072.439 0.009 
@10662 5593355.619 6576072.439 0.009 
@10663 5593355.669 6576072.439 0.009 
@10664 5593355.719 6576072.439 0.010 
@10665 5593355.769 6576072.439 0.010 
@10666 5593355.819 6576072.439 0.009 
@10667 5593355.869 6576072.439 0.008 
@10668 5593355.919 6576072.439 0.009 
@10669 5593355.969 6576072.439 0.009 
@1067 5593347.369 6576072.389 -0.003 
@10670 5593356.019 6576072.439 0.010 
@10671 5593356.069 6576072.439 0.010 
@10672 5593356.119 6576072.439 0.010 
@10673 5593356.169 6576072.439 0.009 
@10674 5593356.219 6576072.439 0.009 
@10675 5593356.269 6576072.439 0.009 
@10676 5593356.319 6576072.439 0.009 
@10677 5593356.369 6576072.439 0.010 
@10678 5593356.419 6576072.439 0.009 
@10679 5593356.469 6576072.439 0.009 
@1068 5593347.369 6576072.439 -0.002 
@10680 5593356.519 6576072.439 0.010 
@10681 5593356.569 6576072.439 0.011 
@10682 5593356.619 6576072.439 0.011 
@10683 5593356.669 6576072.439 0.011 
@10684 5593356.719 6576072.439 0.011 
@10685 5593356.769 6576072.439 0.011 
@10686 5593356.819 6576072.439 0.012 
@10687 5593356.869 6576072.439 0.012 
@10688 5593356.919 6576072.439 0.012 
@10689 5593356.969 6576072.439 0.012 
@1069 5593347.369 6576072.489 -0.002 
@10690 5593357.019 6576072.439 0.012 
@10691 5593357.069 6576072.439 0.012 
@10692 5593346.669 6576072.539 -0.001 
@10693 5593346.719 6576072.539 -0.001 
@10694 5593346.769 6576072.539 -0.002 
@10695 5593346.819 6576072.539 -0.002 
@10696 5593346.869 6576072.539 -0.002 
@10697 5593346.919 6576072.539 -0.002 
@10698 5593346.969 6576072.539 -0.002 
@10699 5593347.019 6576072.539 -0.003 
@1070 5593347.369 6576072.539 -0.002 
@10700 5593347.069 6576072.539 -0.003 
@10701 5593347.119 6576072.539 -0.003 
@10702 5593347.169 6576072.539 -0.002 
@10703 5593347.219 6576072.539 -0.003 
@10704 5593347.269 6576072.539 -0.003 
@10705 5593347.319 6576072.539 -0.003 
@10706 5593347.369 6576072.539 -0.002 
@10707 5593347.419 6576072.539 -0.002 
@10708 5593347.469 6576072.539 -0.002 
@10709 5593347.519 6576072.539 -0.003 
@1071 5593347.369 6576072.589 -0.002 
@10710 5593347.569 6576072.539 -0.003 
@10711 5593347.619 6576072.539 -0.003 
@10712 5593347.669 6576072.539 -0.003 
@10713 5593347.719 6576072.539 -0.003 
@10714 5593347.769 6576072.539 -0.002 
@10715 5593347.819 6576072.539 -0.003 
@10716 5593347.869 6576072.539 -0.003 
@10717 5593347.919 6576072.539 -0.003 
@10718 5593347.969 6576072.539 -0.003 
@10719 5593348.019 6576072.539 -0.003 
@1072 5593347.369 6576072.639 -0.001 
@10720 5593348.069 6576072.539 -0.003 
@10721 5593348.119 6576072.539 -0.003 
@10722 5593348.169 6576072.539 -0.003 
@10723 5593348.219 6576072.539 -0.002 
@10724 5593348.269 6576072.539 -0.002 
@10725 5593348.319 6576072.539 -0.002 
@10726 5593348.369 6576072.539 -0.002 
@10727 5593348.419 6576072.539 -0.002 
@10728 5593348.469 6576072.539 -0.002 
@10729 5593348.519 6576072.539 -0.003 
@1073 5593347.369 6576072.689 -0.001 
@10730 5593348.569 6576072.539 -0.003 
@10731 5593348.619 6576072.539 -0.003 
@10732 5593348.669 6576072.539 -0.002 
@10733 5593348.719 6576072.539 -0.002 
@10734 5593348.769 6576072.539 -0.002 
@10735 5593348.819 6576072.539 -0.002 
@10736 5593348.869 6576072.539 -0.002 
@10737 5593348.919 6576072.539 -0.003 
@10738 5593348.969 6576072.539 -0.003 
@10739 5593349.019 6576072.539 -0.003 
@1074 5593347.369 6576072.739 -0.001 
@10740 5593349.069 6576072.539 -0.002 
@10741 5593349.119 6576072.539 -0.003 
@10742 5593349.169 6576072.539 -0.003 
@10743 5593349.219 6576072.539 -0.003 
@10744 5593349.269 6576072.539 -0.003 
@10745 5593349.319 6576072.539 -0.003 
@10746 5593349.369 6576072.539 -0.003 
@10747 5593349.419 6576072.539 -0.003 
@10748 5593349.469 6576072.539 -0.003 
@10749 5593349.519 6576072.539 -0.003 
@1075 5593347.369 6576072.789 -0.001 
@10750 5593349.569 6576072.539 -0.004 
@10751 5593349.619 6576072.539 -0.004 
@10752 5593349.669 6576072.539 -0.004 
@10753 5593349.719 6576072.539 -0.003 
@10754 5593349.769 6576072.539 -0.003 
@10755 5593349.819 6576072.539 -0.003 
@10756 5593349.869 6576072.539 -0.003 
@10757 5593349.919 6576072.539 -0.003 
@10758 5593349.969 6576072.539 -0.003 
@10759 5593350.019 6576072.539 -0.004 
@1076 5593347.369 6576072.839 -0.001 
@10760 5593350.069 6576072.539 -0.004 
@10761 5593350.119 6576072.539 -0.004 
@10762 5593350.169 6576072.539 -0.003 
@10763 5593350.219 6576072.539 -0.003 
@10764 5593350.269 6576072.539 -0.003 
@10765 5593350.319 6576072.539 -0.003 
@10766 5593350.369 6576072.539 -0.003 
@10767 5593350.419 6576072.539 -0.002 
@10768 5593350.469 6576072.539 -0.001 
@10769 5593350.519 6576072.539 -0.001 
@1077 5593347.369 6576072.889 0.000 
@10770 5593350.569 6576072.539 -0.001 
@10771 5593350.619 6576072.539 -0.002 
@10772 5593350.669 6576072.539 -0.002 
@10773 5593350.719 6576072.539 -0.001 
@10774 5593350.769 6576072.539 0.001 
@10775 5593350.819 6576072.539 0.000 
@10776 5593350.869 6576072.539 0.000 
@10777 5593350.919 6576072.539 0.000 
@10778 5593350.969 6576072.539 0.000 
@10779 5593351.019 6576072.539 0.001 
@1078 5593347.369 6576072.939 0.000 
@10780 5593351.069 6576072.539 0.002 
@10781 5593351.119 6576072.539 0.002 
@10782 5593351.169 6576072.539 0.002 
@10783 5593351.219 6576072.539 0.003 
@10784 5593351.269 6576072.539 0.003 
@10785 5593351.319 6576072.539 0.002 
@10786 5593351.369 6576072.539 0.001 
@10787 5593351.419 6576072.539 0.002 
@10788 5593351.469 6576072.539 0.002 
@10789 5593351.519 6576072.539 0.002 
@1079 5593347.369 6576072.989 0.001 
@10790 5593351.569 6576072.539 0.003 
@10791 5593351.619 6576072.539 0.003 
@10792 5593351.669 6576072.539 0.002 
@10793 5593351.719 6576072.539 0.003 
@10794 5593351.769 6576072.539 0.003 
@10795 5593351.819 6576072.539 0.003 
@10796 5593351.869 6576072.539 0.004 
@10797 5593351.919 6576072.539 0.004 
@10798 5593351.969 6576072.539 0.005 
@10799 5593352.019 6576072.539 0.005 
@1080 5593347.369 6576073.039 0.001 
@10800 5593352.069 6576072.539 0.005 
@10801 5593352.119 6576072.539 0.005 
@10802 5593352.169 6576072.539 0.006 
@10803 5593352.219 6576072.539 0.006 
@10804 5593352.269 6576072.539 0.005 
@10805 5593352.319 6576072.539 0.005 
@10806 5593352.369 6576072.539 0.005 
@10807 5593352.419 6576072.539 0.006 
@10808 5593352.469 6576072.539 0.007 
@10809 5593352.519 6576072.539 0.007 
@1081 5593347.369 6576073.089 0.001 
@10810 5593352.569 6576072.539 0.006 
@10811 5593352.619 6576072.539 0.006 
@10812 5593352.669 6576072.539 0.006 
@10813 5593352.719 6576072.539 0.005 
@10814 5593352.769 6576072.539 0.004 
@10815 5593352.819 6576072.539 0.005 
@10816 5593352.869 6576072.539 0.005 
@10817 5593352.919 6576072.539 0.004 
@10818 5593352.969 6576072.539 0.003 
@10819 5593353.019 6576072.539 0.003 
@1082 5593347.369 6576073.139 0.001 
@10820 5593353.069 6576072.539 0.002 
@10821 5593353.119 6576072.539 0.003 
@10822 5593353.169 6576072.539 0.004 
@10823 5593353.219 6576072.539 0.003 
@10824 5593353.269 6576072.539 0.002 
@10825 5593353.319 6576072.539 0.002 
@10826 5593353.369 6576072.539 0.002 
@10827 5593353.419 6576072.539 0.002 
@10828 5593353.469 6576072.539 0.001 
@10829 5593353.519 6576072.539 0.001 
@1083 5593347.369 6576073.189 0.002 
@10830 5593353.569 6576072.539 0.002 
@10831 5593353.619 6576072.539 0.001 
@10832 5593353.669 6576072.539 0.000 
@10833 5593353.719 6576072.539 0.001 
@10834 5593353.769 6576072.539 0.001 
@10835 5593353.819 6576072.539 0.002 
@10836 5593353.869 6576072.539 0.002 
@10837 5593353.919 6576072.539 0.003 
@10838 5593353.969 6576072.539 0.003 
@10839 5593354.019 6576072.539 0.003 
@1084 5593347.369 6576073.239 0.002 
@10840 5593354.069 6576072.539 0.003 
@10841 5593354.119 6576072.539 0.004 
@10842 5593354.169 6576072.539 0.004 
@10843 5593354.219 6576072.539 0.004 
@10844 5593354.269 6576072.539 0.003 
@10845 5593354.319 6576072.539 0.004 
@10846 5593354.369 6576072.539 0.006 
@10847 5593354.419 6576072.539 0.005 
@10848 5593354.469 6576072.539 0.004 
@10849 5593354.519 6576072.539 0.005 
@1085 5593347.369 6576073.289 0.002 
@10850 5593354.569 6576072.539 0.006 
@10851 5593354.619 6576072.539 0.007 
@10852 5593354.669 6576072.539 0.007 
@10853 5593354.719 6576072.539 0.008 
@10854 5593354.769 6576072.539 0.008 
@10855 5593354.819 6576072.539 0.009 
@10856 5593354.869 6576072.539 0.009 
@10857 5593354.919 6576072.539 0.009 
@10858 5593354.969 6576072.539 0.009 
@10859 5593355.019 6576072.539 0.009 
@1086 5593347.369 6576073.339 0.002 
@10860 5593355.069 6576072.539 0.009 
@10861 5593355.119 6576072.539 0.010 
@10862 5593355.169 6576072.539 0.010 
@10863 5593355.219 6576072.539 0.010 
@10864 5593355.269 6576072.539 0.010 
@10865 5593355.319 6576072.539 0.010 
@10866 5593355.369 6576072.539 0.009 
@10867 5593355.419 6576072.539 0.009 
@10868 5593355.469 6576072.539 0.010 
@10869 5593355.519 6576072.539 0.008 
@1087 5593347.369 6576073.389 0.002 
@10870 5593355.569 6576072.539 0.007 
@10871 5593355.619 6576072.539 0.009 
@10872 5593355.669 6576072.539 0.010 
@10873 5593355.719 6576072.539 0.010 
@10874 5593355.769 6576072.539 0.009 
@10875 5593355.819 6576072.539 0.009 
@10876 5593355.869 6576072.539 0.008 
@10877 5593355.919 6576072.539 0.009 
@10878 5593355.969 6576072.539 0.009 
@10879 5593356.019 6576072.539 0.009 
@1088 5593347.369 6576073.439 0.003 
@10880 5593356.069 6576072.539 0.009 
@10881 5593356.119 6576072.539 0.009 
@10882 5593356.169 6576072.539 0.010 
@10883 5593356.219 6576072.539 0.010 
@10884 5593356.269 6576072.539 0.010 
@10885 5593356.319 6576072.539 0.010 
@10886 5593356.369 6576072.539 0.010 
@10887 5593356.419 6576072.539 0.010 
@10888 5593356.469 6576072.539 0.011 
@10889 5593356.519 6576072.539 0.011 
@1089 5593347.369 6576073.489 0.002 
@10890 5593356.569 6576072.539 0.011 
@10891 5593356.619 6576072.539 0.011 
@10892 5593356.669 6576072.539 0.011 
@10893 5593356.719 6576072.539 0.012 
@10894 5593356.769 6576072.539 0.012 
@10895 5593356.819 6576072.539 0.012 
@10896 5593356.869 6576072.539 0.012 
@10897 5593356.919 6576072.539 0.013 
@10898 5593356.969 6576072.539 0.013 
@10899 5593357.019 6576072.539 0.012 
@1090 5593347.369 6576073.539 0.002 
@10900 5593357.069 6576072.539 0.012 
@10901 5593346.669 6576072.639 -0.001 
@10902 5593346.719 6576072.639 -0.001 
@10903 5593346.769 6576072.639 -0.001 
@10904 5593346.819 6576072.639 0.000 
@10905 5593346.869 6576072.639 0.000 
@10906 5593346.919 6576072.639 -0.001 
@10907 5593346.969 6576072.639 -0.002 
@10908 5593347.019 6576072.639 -0.002 
@10909 5593347.069 6576072.639 -0.002 
@1091 5593347.369 6576073.589 0.003 
@10910 5593347.119 6576072.639 -0.002 
@10911 5593347.169 6576072.639 -0.001 
@10912 5593347.219 6576072.639 -0.001 
@10913 5593347.269 6576072.639 -0.002 
@10914 5593347.319 6576072.639 -0.002 
@10915 5593347.369 6576072.639 -0.001 
@10916 5593347.419 6576072.639 -0.002 
@10917 5593347.469 6576072.639 -0.002 
@10918 5593347.519 6576072.639 -0.002 
@10919 5593347.569 6576072.639 -0.002 
@1092 5593347.369 6576073.639 0.004 
@10920 5593347.619 6576072.639 -0.002 
@10921 5593347.669 6576072.639 -0.003 
@10922 5593347.719 6576072.639 -0.002 
@10923 5593347.769 6576072.639 -0.002 
@10924 5593347.819 6576072.639 -0.002 
@10925 5593347.869 6576072.639 -0.003 
@10926 5593347.919 6576072.639 -0.002 
@10927 5593347.969 6576072.639 -0.002 
@10928 5593348.019 6576072.639 -0.002 
@10929 5593348.069 6576072.639 -0.002 
@1093 5593347.469 6576070.539 -0.004 
@10930 5593348.119 6576072.639 -0.002 
@10931 5593348.169 6576072.639 -0.001 
@10932 5593348.219 6576072.639 -0.001 
@10933 5593348.269 6576072.639 -0.002 
@10934 5593348.319 6576072.639 -0.002 
@10935 5593348.369 6576072.639 -0.001 
@10936 5593348.419 6576072.639 -0.002 
@10937 5593348.469 6576072.639 -0.002 
@10938 5593348.519 6576072.639 -0.001 
@10939 5593348.569 6576072.639 -0.001 
@1094 5593347.469 6576070.589 -0.004 
@10940 5593348.619 6576072.639 -0.001 
@10941 5593348.669 6576072.639 -0.001 
@10942 5593348.719 6576072.639 -0.001 
@10943 5593348.769 6576072.639 -0.002 
@10944 5593348.819 6576072.639 -0.002 
@10945 5593348.869 6576072.639 -0.002 
@10946 5593348.919 6576072.639 -0.002 
@10947 5593348.969 6576072.639 -0.002 
@10948 5593349.019 6576072.639 -0.002 
@10949 5593349.069 6576072.639 -0.002 
@1095 5593347.469 6576070.639 -0.003 
@10950 5593349.119 6576072.639 -0.002 
@10951 5593349.169 6576072.639 -0.002 
@10952 5593349.219 6576072.639 -0.003 
@10953 5593349.269 6576072.639 -0.004 
@10954 5593349.319 6576072.639 -0.004 
@10955 5593349.369 6576072.639 -0.004 
@10956 5593349.419 6576072.639 -0.003 
@10957 5593349.469 6576072.639 -0.003 
@10958 5593349.519 6576072.639 -0.002 
@10959 5593349.569 6576072.639 -0.002 
@1096 5593347.469 6576070.689 -0.003 
@10960 5593349.619 6576072.639 -0.002 
@10961 5593349.669 6576072.639 -0.002 
@10962 5593349.719 6576072.639 -0.003 
@10963 5593349.769 6576072.639 -0.004 
@10964 5593349.819 6576072.639 -0.003 
@10965 5593349.869 6576072.639 -0.003 
@10966 5593349.919 6576072.639 -0.003 
@10967 5593349.969 6576072.639 -0.003 
@10968 5593350.019 6576072.639 -0.004 
@10969 5593350.069 6576072.639 -0.004 
@1097 5593347.469 6576070.739 -0.003 
@10970 5593350.119 6576072.639 -0.004 
@10971 5593350.169 6576072.639 -0.004 
@10972 5593350.219 6576072.639 -0.002 
@10973 5593350.269 6576072.639 0.000 
@10974 5593350.319 6576072.639 -0.002 
@10975 5593350.369 6576072.639 -0.003 
@10976 5593350.419 6576072.639 -0.003 
@10977 5593350.469 6576072.639 -0.003 
@10978 5593350.519 6576072.639 -0.002 
@10979 5593350.569 6576072.639 -0.001 
@1098 5593347.469 6576070.789 -0.004 
@10980 5593350.619 6576072.639 -0.001 
@10981 5593350.669 6576072.639 -0.001 
@10982 5593350.719 6576072.639 -0.001 
@10983 5593350.769 6576072.639 0.000 
@10984 5593350.819 6576072.639 0.000 
@10985 5593350.869 6576072.639 0.000 
@10986 5593350.919 6576072.639 0.000 
@10987 5593350.969 6576072.639 0.000 
@10988 5593351.019 6576072.639 0.001 
@10989 5593351.069 6576072.639 0.002 
@1099 5593347.469 6576070.839 -0.005 
@10990 5593351.119 6576072.639 0.002 
@10991 5593351.169 6576072.639 0.001 
@10992 5593351.219 6576072.639 0.002 
@10993 5593351.269 6576072.639 0.003 
@10994 5593351.319 6576072.639 0.002 
@10995 5593351.369 6576072.639 0.001 
@10996 5593351.419 6576072.639 0.001 
@10997 5593351.469 6576072.639 0.001 
@10998 5593351.519 6576072.639 0.002 
@10999 5593351.569 6576072.639 0.002 
@1100 5593347.469 6576070.889 -0.004 
@11000 5593351.619 6576072.639 0.003 
@11001 5593351.669 6576072.639 0.003 
@11002 5593351.719 6576072.639 0.004 
@11003 5593351.769 6576072.639 0.004 
@11004 5593351.819 6576072.639 0.004 
@11005 5593351.869 6576072.639 0.004 
@11006 5593351.919 6576072.639 0.005 
@11007 5593351.969 6576072.639 0.006 
@11008 5593352.019 6576072.639 0.006 
@11009 5593352.069 6576072.639 0.006 
@1101 5593347.469 6576070.939 -0.003 
@11010 5593352.119 6576072.639 0.006 
@11011 5593352.169 6576072.639 0.006 
@11012 5593352.219 6576072.639 0.006 
@11013 5593352.269 6576072.639 0.007 
@11014 5593352.319 6576072.639 0.007 
@11015 5593352.369 6576072.639 0.006 
@11016 5593352.419 6576072.639 0.006 
@11017 5593352.469 6576072.639 0.006 
@11018 5593352.519 6576072.639 0.006 
@11019 5593352.569 6576072.639 0.006 
@1102 5593347.469 6576070.989 -0.003 
@11020 5593352.619 6576072.639 0.006 
@11021 5593352.669 6576072.639 0.007 
@11022 5593352.719 6576072.639 0.006 
@11023 5593352.769 6576072.639 0.005 
@11024 5593352.819 6576072.639 0.005 
@11025 5593352.869 6576072.639 0.005 
@11026 5593352.919 6576072.639 0.005 
@11027 5593352.969 6576072.639 0.004 
@11028 5593353.019 6576072.639 0.003 
@11029 5593353.069 6576072.639 0.003 
@1103 5593347.469 6576071.039 -0.004 
@11030 5593353.119 6576072.639 0.003 
@11031 5593353.169 6576072.639 0.003 
@11032 5593353.219 6576072.639 0.003 
@11033 5593353.269 6576072.639 0.003 
@11034 5593353.319 6576072.639 0.003 
@11035 5593353.369 6576072.639 0.002 
@11036 5593353.419 6576072.639 0.002 
@11037 5593353.469 6576072.639 0.002 
@11038 5593353.519 6576072.639 0.002 
@11039 5593353.569 6576072.639 0.001 
@1104 5593347.469 6576071.089 -0.004 
@11040 5593353.619 6576072.639 0.002 
@11041 5593353.669 6576072.639 0.003 
@11042 5593353.719 6576072.639 0.003 
@11043 5593353.769 6576072.639 0.002 
@11044 5593353.819 6576072.639 0.003 
@11045 5593353.869 6576072.639 0.003 
@11046 5593353.919 6576072.639 0.003 
@11047 5593353.969 6576072.639 0.003 
@11048 5593354.019 6576072.639 0.003 
@11049 5593354.069 6576072.639 0.004 
@1105 5593347.469 6576071.139 -0.004 
@11050 5593354.119 6576072.639 0.004 
@11051 5593354.169 6576072.639 0.004 
@11052 5593354.219 6576072.639 0.004 
@11053 5593354.269 6576072.639 0.004 
@11054 5593354.319 6576072.639 0.004 
@11055 5593354.369 6576072.639 0.004 
@11056 5593354.419 6576072.639 0.005 
@11057 5593354.469 6576072.639 0.006 
@11058 5593354.519 6576072.639 0.006 
@11059 5593354.569 6576072.639 0.006 
@1106 5593347.469 6576071.189 -0.004 
@11060 5593354.619 6576072.639 0.007 
@11061 5593354.669 6576072.639 0.008 
@11062 5593354.719 6576072.639 0.008 
@11063 5593354.769 6576072.639 0.008 
@11064 5593354.819 6576072.639 0.008 
@11065 5593354.869 6576072.639 0.009 
@11066 5593354.919 6576072.639 0.009 
